data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,48477262,,51
2022,48162214,,51
2022,48270526,,51
2022,48378658,,51
2022,48432328,,51
2022,48457213,,52
2022,48477263,,51
2022,48477264,,51
2022,48577491,,51
2022,48644198,,51
2022,48644199,,51
2022,48644200,,51
2022,45846153,,51
2022,45330630,,51
2022,49767764,,3
2022,49767765,,3
2022,49767766,,3
2022,45846154,,51
2022,45846155,,52
2022,48270495,,3
2022,48794915,,51
2022,48794916,,51
2022,48830734,,51
2022,48762641,,3
2022,48830735,,51
2022,46278715,,51
2022,49154440,,51
2022,49154441,,51
2022,49154442,,51
2022,49218682,,51
2022,46278716,,51
2022,49259434,,51
2022,46322478,,51
2022,49463967,,51
2022,46322481,,51
2022,46322482,,51
2022,46351748,,51
2022,46620628,,51
2022,46954339,,51
2022,46954340,,51
2022,46954341,,51
2022,46954342,,51
2022,46954343,,51
2022,46954344,,51
2022,46954345,,51
2022,48123320,,51
2022,46954346,,51
2022,46954347,,51
2022,47323449,,51
2022,49668832,,51
2022,49829095,,51
2022,48270496,,51
2022,47350807,,51
2022,47350808,,51
2022,47776198,,51
2022,47776199,,51
2022,47776200,,51
2022,47771565,,51
2022,48477271,,51
2022,47695279,,51
2022,48121922,,51
2022,48121923,,51
2022,48121924,,51
2022,48121925,,51
2022,48121927,,51
2022,48121928,,51
2022,48477272,,51
2022,48539440,,51
2022,48477273,,51
2022,49218595,,51
2022,49218596,,51
2022,49058944,,3
2022,50954678,,51
2022,50954679,,51
2022,50954680,,51
2022,50954681,,51
2022,50954682,,51
2022,50954683,,51
2022,50954684,,51
2022,51173049,,51
2022,50954686,,51
2022,50954687,,51
2022,51173050,,51
2022,50954689,,51
2022,50954690,,51
2022,51173051,,51
2022,51173052,,51
2022,50954693,,51
2022,50954694,,51
2022,50954695,,51
2022,50954696,,51
2022,50954697,,3
2022,50954698,,51
2022,50954699,,51
2022,50954700,,53
2022,50954701,,51
2022,50954702,,51
2022,50954703,,3
2022,50954704,,51
2022,50954705,,51
2022,50954706,,51
2022,50954707,,51
2022,50954708,,51
2022,50954709,,51
2022,50954710,,51
2022,50954711,,51
2022,50954712,,51
2022,50954713,,51
2022,50954714,,51
2022,50954715,,51
2022,50954716,,51
2022,50954717,,51
2022,50954718,,51
2022,50954719,,51
2022,50954720,,51
2022,50954721,,51
2022,50954722,,51
2022,50954723,,51
2022,50954724,,51
2022,50954725,,51
2022,50954726,,51
2022,50954727,,51
2022,50954728,,51
2022,50954729,,51
2022,50954730,,51
2022,50954731,,51
2022,50954732,,51
2022,50954733,,51
2022,50954734,,51
2022,51052225,,51
2022,51052226,,51
2022,48502416,,51
2022,49256670,,51
2022,49256671,,51
2022,46616594,,51
2022,45263281,,51
2022,46061418,,51
2022,46288219,,51
2022,46143223,,51
2022,46288220,,51
2022,48413382,,51
2022,46271121,,51
2022,46288221,,51
2022,48413384,,51
2022,46554974,,51
2022,46573588,,51
2022,46640216,,51
2022,46640217,,51
2022,46881006,,51
2022,46881007,,51
2022,47307234,,51
2022,47376047,,51
2022,47376051,,51
2022,48041166,,51
2022,48041167,,51
2022,48043046,,51
2022,48043047,,51
2022,48134004,,51
2022,48142792,,51
2022,48708793,,51
2022,48708794,,51
2022,48187879,,51
2022,48098486,,51
2022,48142793,,51
2022,48161391,,51
2022,48177933,,51
2022,48177934,,51
2022,48413385,,51
2022,46616604,,51
2022,46616607,,51
2022,48187880,,51
2022,46616611,,51
2022,46620511,,51
2022,48187881,,51
2022,46620513,,51
2022,48438027,,51
2022,46620514,,51
2022,48470254,,51
2022,48085823,,51
2022,46875477,,51
2022,49355987,,51
2022,48539457,,51
2022,48539458,,51
2022,48753704,,51
2022,46875478,,51
2022,46620516,,51
2022,48753705,,51
2022,48806280,,51
2022,46620517,,51
2022,46620520,,51
2022,48085825,,51
2022,48839299,,51
2022,49154671,,51
2022,49154672,,51
2022,49254419,,51
2022,49154673,,51
2022,49154674,,51
2022,49177804,,51
2022,49192590,,51
2022,49228193,,51
2022,49254420,,51
2022,49348479,,51
2022,49463968,,51
2022,48085826,,51
2022,46875479,,51
2022,48708795,,51
2022,46875482,,51
2022,48098489,,51
2022,50063447,,51
2022,48098490,,51
2022,46875485,,51
2022,46875487,,51
2022,46875488,,51
2022,48085827,,51
2022,46875489,,51
2022,48102022,,51
2022,48102023,,51
2022,48098491,,51
2022,46875491,,51
2022,48102024,,51
2022,48270498,,51
2022,48102025,,51
2022,48102026,,51
2022,48121824,,3
2022,48121825,,3
2022,48897763,,51
2022,48121826,,51
2022,48121827,,51
2022,48112797,,51
2022,48112798,,51
2022,48121828,,51
2022,48121829,,51
2022,48121830,,51
2022,48121831,,51
2022,48102031,,51
2022,48102032,,51
2022,48102033,,51
2022,48112799,,51
2022,48102034,,51
2022,48102035,,51
2022,48121832,,51
2022,48102036,,51
2022,48121833,,51
2022,48121834,,3
2022,48121835,,3
2022,48378621,,51
2022,48378622,,51
2022,48121837,,51
2022,48102038,,51
2022,48102039,,51
2022,48121838,,51
2022,48121839,,51
2022,48102040,,51
2022,48112800,,51
2022,48112801,,51
2022,48112802,,51
2022,48112803,,51
2022,48112804,,51
2022,48121840,,51
2022,48162059,,51
2022,48121841,,51
2022,48706154,,51
2022,48162061,,51
2022,48162062,,51
2022,48346956,,51
2022,48346957,,51
2022,48346958,,51
2022,48143517,,51
2022,48121844,,51
2022,48121845,,51
2022,48331896,,51
2022,48706155,,51
2022,48121846,,51
2022,48121848,,51
2022,48162065,,51
2022,48162066,,51
2022,48143518,,51
2022,48121849,,51
2022,48162067,,51
2022,48162068,,51
2022,48143519,,51
2022,48121850,,51
2022,48121851,,51
2022,48378250,,51
2022,48121852,,51
2022,48121853,,51
2022,48577416,,51
2022,46637719,,51
2022,46637720,,51
2022,48143520,,51
2022,46637721,,51
2022,46637722,,51
2022,46637723,,51
2022,48143521,,51
2022,46637724,,51
2022,46637725,,51
2022,46637726,,51
2022,46637727,,51
2022,46637728,,51
2022,46637729,,51
2022,46637730,,51
2022,46637731,,51
2022,46637732,,51
2022,46637733,,51
2022,46637734,,51
2022,46637735,,51
2022,46637736,,51
2022,46637737,,51
2022,46637738,,51
2022,46637739,,52
2022,46637740,,51
2022,46637741,,51
2022,46637742,,51
2022,46637743,,51
2022,46637744,,51
2022,48121855,,51
2022,48121856,,51
2022,48143522,,51
2022,46637745,,51
2022,46637746,,51
2022,46637747,,51
2022,46637748,,51
2022,46637749,,51
2022,46637750,,51
2022,46637751,,51
2022,46637752,,51
2022,48143523,,51
2022,46637753,,51
2022,48143524,,51
2022,46696840,,51
2022,46696841,,51
2022,48121857,,51
2022,46657971,,51
2022,46696842,,51
2022,46696843,,51
2022,46696844,,51
2022,46696845,,51
2022,48378252,,51
2022,48378253,,51
2022,48378254,,51
2022,48378255,,51
2022,48143527,,53
2022,46765853,,51
2022,47960139,,51
2022,48121858,,51
2022,48162069,,51
2022,46991338,,51
2022,46991339,,51
2022,46991340,,51
2022,46991341,,51
2022,46991342,,51
2022,46991343,,51
2022,47084359,,51
2022,48706156,,51
2022,48706157,,51
2022,48166693,,51
2022,46991344,,51
2022,47077228,,51
2022,47084360,,51
2022,46991346,,51
2022,47344881,,51
2022,47414041,,51
2022,47344882,,51
2022,47344883,,51
2022,48941794,,51
2022,47344884,,51
2022,47344885,,51
2022,47414042,,51
2022,47414044,,51
2022,47344887,,51
2022,48166694,,51
2022,48162071,,51
2022,48162072,,51
2022,48274210,,51
2022,47414048,,51
2022,47414049,,51
2022,47414052,,51
2022,47382243,,51
2022,47813089,,51
2022,47771476,,51
2022,48274211,,51
2022,48274212,,51
2022,47771477,,51
2022,48331898,,51
2022,47771478,,51
2022,47771480,,51
2022,47771481,,51
2022,47771482,,51
2022,47771483,,51
2022,47771484,,51
2022,47771485,,51
2022,47771486,,51
2022,47771487,,52
2022,48331899,,51
2022,48098684,,51
2022,48162073,,51
2022,48098685,,51
2022,48098686,,51
2022,48098687,,51
2022,48162074,,51
2022,48098688,,53
2022,48166699,,51
2022,48121875,,51
2022,48166700,,51
2022,48162167,,51
2022,48162168,,51
2022,48121876,,51
2022,48170441,,51
2022,48162075,,51
2022,48363875,,51
2022,48098690,,51
2022,48162170,,51
2022,48363876,,51
2022,48162076,,51
2022,48121877,,51
2022,48098691,,51
2022,48162077,,51
2022,48363877,,51
2022,48363878,,3
2022,48363878,,9
2022,48363879,,3
2022,48363879,,9
2022,48363880,,3
2022,48363880,,9
2022,48162080,,51
2022,48121878,,51
2022,48162081,,51
2022,48162171,,51
2022,48098692,,51
2022,48098693,,51
2022,48162082,,51
2022,48363881,,51
2022,48162083,,51
2022,48098694,,51
2022,48363882,,51
2022,48166706,,51
2022,48121879,,51
2022,48098695,,51
2022,48162084,,51
2022,48121880,,51
2022,48121881,,51
2022,48170442,,51
2022,48170443,,51
2022,48162172,,51
2022,48457040,,51
2022,48170353,,51
2022,48170354,,51
2022,48162085,,51
2022,48170355,,51
2022,48170356,,51
2022,48162087,,51
2022,48363883,,51
2022,48363884,,51
2022,48178479,,51
2022,48178480,,51
2022,48708796,,51
2022,48179738,,51
2022,48179739,,51
2022,48274216,,51
2022,48437970,,51
2022,48437971,,51
2022,48457041,,51
2022,48437972,,51
2022,48457042,,9
2022,48457043,,51
2022,48457044,,51
2022,48457045,,51
2022,48437973,,51
2022,48491485,,51
2022,48491486,,51
2022,48457046,,51
2022,48437974,,51
2022,48437975,,51
2022,48491487,,51
2022,48274217,,51
2022,48178482,,51
2022,48178483,,51
2022,48179740,,51
2022,48178484,,51
2022,48179741,,51
2022,48179742,,51
2022,48179743,,51
2022,48577417,,51
2022,48577418,,51
2022,48577419,,51
2022,48577420,,51
2022,48577421,,51
2022,48331900,,51
2022,48897859,,51
2022,48897860,,51
2022,48897861,,51
2022,48331901,,51
2022,48274221,,51
2022,48274222,,51
2022,48178487,,51
2022,48178488,,51
2022,48179744,,51
2022,48179745,,51
2022,48178489,,51
2022,48178491,,51
2022,48349373,,51
2022,48897862,,51
2022,48897863,,51
2022,48897864,,51
2022,48897865,,51
2022,48897866,,51
2022,48897867,,51
2022,48897868,,51
2022,48941795,,51
2022,48897869,,51
2022,49255524,,51
2022,49255525,,51
2022,49255526,,51
2022,49255527,,51
2022,48179747,,51
2022,48186723,,51
2022,49266135,,51
2022,49255528,,51
2022,49317852,,51
2022,49266136,,51
2022,49266138,,51
2022,49741282,,51
2022,49266139,,51
2022,49317853,,51
2022,49266140,,51
2022,49266141,,51
2022,49317854,,51
2022,49266142,,51
2022,48186724,,51
2022,49266143,,51
2022,49266144,,51
2022,48274223,,51
2022,49266145,,51
2022,48178492,,51
2022,48178493,,51
2022,48186727,,51
2022,48708797,,51
2022,48178494,,51
2022,48427531,,51
2022,49266146,,51
2022,49741284,,51
2022,48426545,,51
2022,48426546,,51
2022,48426547,,51
2022,48426548,,51
2022,48426549,,51
2022,48427532,,51
2022,48426550,,51
2022,48426551,,51
2022,48432178,,51
2022,49741287,,51
2022,49686063,,51
2022,49686064,,51
2022,49741293,,51
2022,49741306,,51
2022,49686065,,51
2022,48432179,,51
2022,48430336,,51
2022,48708798,,51
2022,49933136,,51
2022,49741313,,51
2022,49686066,,51
2022,49741316,,51
2022,48430337,,51
2022,48426552,,51
2022,48457013,,51
2022,48430339,,51
2022,48426553,,51
2022,48426554,,51
2022,48432181,,51
2022,48432182,,51
2022,48644148,,51
2022,50264753,,51
2022,48426555,,51
2022,48426557,,51
2022,48426558,,51
2022,48432183,,51
2022,48432184,,51
2022,48457014,,51
2022,48457015,,51
2022,48457016,,51
2022,48457017,,51
2022,48457018,,51
2022,48577423,,51
2022,48432187,,51
2022,48432188,,51
2022,48432189,,51
2022,48432190,,51
2022,48708799,,51
2022,48457020,,51
2022,48457021,,51
2022,48577425,,51
2022,48457022,,51
2022,48577426,,51
2022,48432191,,51
2022,48432192,,51
2022,48577427,,53
2022,48457024,,51
2022,48432196,,51
2022,48432197,,51
2022,48432198,,51
2022,48432199,,51
2022,48363887,,51
2022,48349374,,51
2022,47413654,,51
2022,47599932,,51
2022,47599933,,51
2022,48178556,,51
2022,47699175,,51
2022,48178557,,51
2022,48178558,,51
2022,48178559,,51
2022,47699176,,51
2022,48178560,,51
2022,48178561,,51
2022,48178562,,51
2022,47699177,,51
2022,48644203,,51
2022,47699178,,51
2022,47699179,,51
2022,47699181,,51
2022,47699182,,51
2022,47699183,,51
2022,47699184,,51
2022,47749222,,51
2022,47749223,,51
2022,48477203,,51
2022,47749225,,51
2022,48477204,,52
2022,48477205,,51
2022,48477206,,51
2022,48477207,,51
2022,48477208,,51
2022,48477209,,51
2022,48477210,,51
2022,48477211,,1
2022,48477212,,51
2022,48477213,,51
2022,48477214,,51
2022,48477215,,51
2022,48477216,,51
2022,48477217,,51
2022,48477218,,51
2022,48432310,,51
2022,48432312,,51
2022,48432313,,7
2022,48432314,,51
2022,48794881,,51
2022,48432315,,51
2022,48794882,,51
2022,48794883,,51
2022,48794884,,51
2022,48794885,,53
2022,49267916,,51
2022,48794887,,51
2022,48794888,,51
2022,48794889,,51
2022,48794890,,51
2022,48794891,,51
2022,48794892,,51
2022,48644210,,1
2022,48644211,,51
2022,48644212,,51
2022,48644213,,51
2022,48644214,,51
2022,48644215,,51
2022,48644216,,51
2022,48644217,,51
2022,48644221,,51
2022,48644222,,51
2022,49255529,,51
2022,48644223,,51
2022,49255530,,51
2022,49255531,,51
2022,49267917,,51
2022,49255532,,52
2022,49255534,,51
2022,49267918,,51
2022,49267920,,51
2022,49973658,,51
2022,49267922,,51
2022,49267924,,51
2022,49973659,,51
2022,49973660,,51
2022,49973661,,51
2022,49973662,,51
2022,49973663,,51
2022,49973664,,51
2022,49973665,,51
2022,49973666,,51
2022,49973667,,51
2022,51168788,,51
2022,49973668,,51
2022,49889505,,51
2022,49889506,,51
2022,49889507,,51
2022,49889508,,51
2022,49889509,,51
2022,49889510,,51
2022,49889511,,51
2022,49889512,,51
2022,49889513,,51
2022,46249815,,51
2022,46249816,,51
2022,46249817,,51
2022,48860408,,51
2022,48874750,,51
2022,48763761,,51
2022,45652206,,51
2022,50961968,,51
2022,46054930,,51
2022,46054931,,51
2022,47193897,,51
2022,46554985,,51
2022,50161316,,51
2022,45652208,,51
2022,45652209,,51
2022,46684263,,51
2022,45654701,,51
2022,46264557,,51
2022,46907862,,51
